file	line	classification	rationale	text
core/03_Organizational_Design.md	421	example_language	Quoted prose/example/dialogue	### "Won't dual reporting create confusion?"
core/03_Organizational_Design.md	441	example_language	Quoted prose/example/dialogue	### "What if CISO and business unit disagree on BISO performance?"
core/03_Organizational_Design.md	458	example_language	Quoted prose/example/dialogue	### "Should BISOs be physically located with business or security teams?"
core/03_Organizational_Design.md	474	example_language	Quoted prose/example/dialogue	### "Can BISOs report to Business Units primarily instead?"
core/03_Organizational_Design.md	494	example_language	Quoted prose/example/dialogue	✅ Business leaders describe BISOs as "part of the team"
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	107	source_document_quote	Primary source extracted from whitepaper PDF	as a “mini CISO” with the autonomy to act within the bounds of approved
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	110	source_document_quote	Primary source extracted from whitepaper PDF	shifting responsibilities and “scope creep,” lack of clarity around the purpose of the
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	191	source_document_quote	Primary source extracted from whitepaper PDF	and frustrated. By translating “security and compliance speak” into meaningful
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	199	source_document_quote	Primary source extracted from whitepaper PDF	The following concepts are adapted for the BISO role from “The Trust Equation,”
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	546	source_document_quote	Primary source extracted from whitepaper PDF	risks and provide a “check and
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	547	source_document_quote	Primary source extracted from whitepaper PDF	balance” to CIOs. This can be done by
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	663	source_document_quote	Primary source extracted from whitepaper PDF	role (unless regulatory requirements prohibit the use of “officer” as it can pertain to
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	666	source_document_quote	Primary source extracted from whitepaper PDF	Governance Risk and Compliance Officer, or other “risk” related title could dilute the
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	679	source_document_quote	Primary source extracted from whitepaper PDF	operations. Ideally, the BISO is viewed as a “mini CISO,” with the autonomy to act
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	775	source_document_quote	Primary source extracted from whitepaper PDF	The BISO role contains an element of variety, which can cause “scope creep.” To avoid
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	833	source_document_quote	Primary source extracted from whitepaper PDF	supporting technology audits. Similarly, “Low Cyber Findings” could be a
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	897	source_document_quote	Primary source extracted from whitepaper PDF	“wins” of competitors.
